unit,cycle,op1,op2,op3,s2,s3,s4,s7,s8
57,91,0.0009,-0.0005,100.0,642.35,1589.37,1406.06,552.97,2388.16
57,92,-0.0033,0.0,100.0,643.01,1593.74,1407.3,552.93,2388.14
57,93,-0.0009,0.0004,100.0,642.98,1588.27,1418.15,552.56,2388.09
57,94,-0.0003,-0.0002,100.0,642.91,1590.64,1409.46,553.26,2388.16
57,95,-0.001,-0.0003,100.0,642.41,1587.08,1405.52,554.0,2388.04
57,96,0.0055,0.0002,100.0,642.76,1594.76,1408.29,553.26,2388.12
57,97,-0.0027,-0.0005,100.0,643.38,1591.7,1411.89,552.69,2388.17
57,98,0.0018,-0.0004,100.0,642.63,1590.07,1411.66,552.9,2388.15
57,99,-0.0039,-1e-04,100.0,642.75,1590.26,1405.13,553.15,2388.17
57,100,-0.0026,-0.0004,100.0,642.75,1592.96,1412.69,553.95,2388.12
57,101,-0.0015,1e-04,100.0,643.06,1592.18,1409.28,553.4,2388.18
57,102,0.0006,0.0002,100.0,642.63,1594.27,1415.28,552.49,2388.18
57,103,0.0013,0.0,100.0,642.6,1595.82,1411.74,553.19,2388.13
57,104,0.001,-0.0002,100.0,642.76,1594.99,1416.7,553.03,2388.13
57,105,-0.0015,-0.0003,100.0,643.19,1585.36,1415.03,553.61,2388.17
57,106,-0.0017,0.0003,100.0,642.78,1592.44,1417.99,553.42,2388.19
57,107,0.0023,0.0003,100.0,643.24,1592.31,1413.01,552.5,2388.15
57,108,-0.0018,-1e-04,100.0,642.42,1593.71,1413.3,553.11,2388.18
57,109,-0.0036,-0.0,100.0,643.55,1592.04,1413.98,552.12,2388.18
57,110,-0.0012,-0.0004,100.0,643.03,1601.55,1413.33,552.6,2388.19
57,111,-0.0005,1e-04,100.0,642.52,1587.57,1414.44,552.73,2388.14
57,112,-0.0036,-0.0005,100.0,642.84,1590.21,1416.74,552.74,2388.18
57,113,-0.0018,1e-04,100.0,642.84,1593.2,1420.49,552.74,2388.2
57,114,-0.0013,0.0002,100.0,642.7,1595.68,1413.51,552.84,2388.17
57,115,0.0015,-0.0,100.0,642.34,1599.3,1417.37,552.75,2388.22
57,116,0.0005,0.0,100.0,643.29,1596.8,1405.14,551.89,2388.16
57,117,-0.0019,-0.0,100.0,643.03,1587.07,1417.78,552.63,2388.27
57,118,0.0009,1e-04,100.0,643.61,1597.52,1415.36,552.79,2388.23
57,119,-0.0014,-0.0004,100.0,643.32,1597.04,1414.06,552.43,2388.25
57,120,0.0018,-1e-04,100.0,643.39,1600.21,1419.3,552.95,2388.29
57,121,-1e-04,-0.0,100.0,643.0,1600.43,1422.02,552.67,2388.21
57,122,0.0009,-0.0002,100.0,643.09,1592.04,1423.27,551.75,2388.24
57,123,-0.0012,0.0003,100.0,643.4,1601.63,1423.86,552.16,2388.23
57,124,0.0037,1e-04,100.0,643.57,1595.41,1420.78,552.7,2388.28
57,125,-0.0008,-0.0003,100.0,643.73,1596.02,1428.69,552.19,2388.25
57,126,-0.0012,0.0002,100.0,643.39,1599.21,1417.22,551.93,2388.25
57,127,0.0011,0.0002,100.0,643.69,1597.92,1421.16,551.88,2388.3
57,128,0.0005,-0.0003,100.0,643.45,1599.53,1418.5,551.77,2388.24
57,129,0.0023,-1e-04,100.0,643.04,1596.31,1428.03,552.39,2388.26
57,130,-0.0014,0.0002,100.0,643.41,1600.26,1420.7,552.04,2388.33
57,131,0.0008,0.0005,100.0,643.64,1593.38,1435.94,551.86,2388.29
57,132,0.0026,-0.0005,100.0,643.19,1599.21,1425.07,551.14,2388.28
57,133,-0.0024,-0.0002,100.0,643.47,1605.28,1423.89,551.23,2388.3
57,134,0.0006,-0.0004,100.0,643.65,1597.0,1425.54,551.67,2388.31
57,135,-0.0023,1e-04,100.0,643.61,1604.87,1428.42,551.73,2388.32
57,136,-0.0022,-0.0005,100.0,643.79,1601.69,1430.32,551.12,2388.34
57,137,-0.0004,-0.0003,100.0,644.15,1596.45,1432.49,550.95,2388.32
58,1,-0.0015,0.0003,100.0,642.71,1587.27,1405.1,553.55,2387.99
58,2,-0.0004,0.0,100.0,642.59,1583.62,1402.26,555.09,2388.05
58,3,-0.0004,0.0003,100.0,641.87,1587.99,1412.41,554.45,2388.02
58,4,-0.0,-0.0003,100.0,642.2,1590.72,1402.53,554.32,2388.03
58,5,-1e-04,-0.0,100.0,642.57,1589.26,1402.45,554.33,2388.08
58,6,-0.0013,0.0003,100.0,641.66,1586.94,1403.95,554.48,2388.02
58,7,-0.0011,-0.0002,100.0,642.56,1593.65,1406.83,554.18,2388.06
58,8,-0.0019,0.0003,100.0,642.74,1594.24,1402.7,554.19,2388.01
58,9,0.0005,0.0002,100.0,642.43,1583.03,1398.76,553.2,2388.05
58,10,-0.002,-0.0005,100.0,641.86,1580.31,1405.86,553.11,2388.06
58,11,-0.0003,-0.0005,100.0,642.02,1587.24,1396.24,554.03,2388.08
58,12,0.0039,0.0002,100.0,642.07,1591.21,1402.25,553.95,2388.03
58,13,-0.0012,-0.0005,100.0,643.05,1588.88,1404.52,554.0,2388.01
58,14,-0.0002,0.0002,100.0,643.05,1582.9,1394.69,554.17,2388.03
58,15,-0.0024,-0.0003,100.0,642.27,1583.34,1405.36,554.08,2388.03
58,16,0.0017,-1e-04,100.0,642.33,1591.22,1400.87,553.7,2388.01
58,17,-0.0,-0.0003,100.0,642.59,1582.01,1401.08,553.73,2388.08
58,18,-0.0017,-0.0002,100.0,642.49,1589.98,1401.49,553.9,2387.98
58,19,0.0009,-0.0005,100.0,641.58,1598.84,1401.43,554.24,2388.08
58,20,-0.0003,0.0003,100.0,642.16,1588.21,1398.46,553.99,2388.02
58,21,-0.0013,1e-04,100.0,642.54,1592.01,1401.75,554.32,2388.04
58,22,-0.0034,0.0,100.0,642.86,1588.05,1407.54,553.01,2388.11
58,23,-0.0016,0.0004,100.0,642.73,1588.91,1399.14,553.42,2388.03
58,24,1e-04,0.0002,100.0,642.67,1592.14,1407.04,553.24,2388.05
58,25,-0.0027,1e-04,100.0,642.5,1590.75,1403.68,553.81,2388.04
58,26,-0.004,1e-04,100.0,642.37,1598.31,1402.54,553.8,2388.01
58,27,0.0004,-0.0,100.0,642.66,1587.88,1396.46,553.84,2388.07
58,28,-0.0017,1e-04,100.0,642.0,1590.0,1409.81,553.76,2387.99
58,29,0.0015,0.0,100.0,642.42,1590.61,1403.78,553.45,2388.07
58,30,-0.0029,-0.0004,100.0,642.86,1588.46,1403.65,554.38,2388.07
58,31,0.0003,-0.0,100.0,642.5,1591.23,1405.79,554.24,2388.09
58,32,0.0021,-0.0005,100.0,642.3,1582.64,1400.88,553.9,2388.05
58,33,-0.0022,0.0002,100.0,641.82,1585.41,1401.47,553.85,2388.01
58,34,-0.0041,-0.0005,100.0,642.38,1583.1,1395.59,554.01,2388.02
58,35,0.0013,-1e-04,100.0,642.82,1590.34,1403.64,554.2,2388.04
58,36,-0.0055,0.0004,100.0,642.8,1589.18,1402.1,553.84,2388.14
58,37,0.0028,-1e-04,100.0,641.9,1588.94,1403.49,553.1,2388.03
58,38,0.0016,0.0002,100.0,642.59,1586.97,1404.17,554.53,2388.0
58,39,0.005,-0.0,100.0,641.68,1588.58,1411.78,554.61,2388.05
58,40,-0.0025,-0.0002,100.0,642.26,1589.31,1411.44,553.52,2388.09
58,41,-0.0049,0.0004,100.0,642.49,1591.7,1403.21,554.15,2388.09
58,42,-0.0033,-0.0005,100.0,641.95,1587.77,1408.32,554.15,2388.06
58,43,0.0015,-0.0003,100.0,643.14,1588.53,1407.16,553.59,2388.05
58,44,0.0025,0.0004,100.0,642.88,1592.66,1395.1,554.31,2388.09
58,45,-0.0002,1e-04,100.0,642.8,1577.14,1399.9,554.07,2388.02
58,46,0.0012,-0.0005,100.0,642.51,1588.35,1406.91,552.84,2388.08
58,47,0.0021,-0.0005,100.0,642.7,1591.51,1404.46,553.82,2388.01
58,48,0.0003,-0.0004,100.0,642.85,1590.34,1404.82,554.31,2388.04
58,49,-0.0017,0.0,100.0,642.36,1585.2,1397.92,554.07,2388.02
58,50,-0.0002,0.0002,100.0,642.45,1585.79,1404.24,554.03,2388.06
58,51,0.0015,-0.0,100.0,642.46,1585.51,1403.97,553.5,2388.03
58,52,0.0016,-0.0,100.0,642.59,1581.31,1401.15,553.61,2388.07
58,53,-0.0008,-1e-04,100.0,642.32,1590.99,1409.69,553.98,2388.07
58,54,-0.0003,0.0004,100.0,642.19,1584.19,1402.12,553.58,2388.04
58,55,0.0025,1e-04,100.0,642.08,1591.35,1402.98,554.8,2388.05
58,56,-0.0007,-0.0005,100.0,642.23,1590.48,1405.53,553.75,2388.04
58,57,0.0029,-1e-04,100.0,642.25,1580.03,1408.31,553.57,2388.06
58,58,0.0006,1e-04,100.0,642.66,1584.18,1405.63,553.04,2388.06
58,59,0.0023,-1e-04,100.0,642.18,1592.14,1406.82,553.53,2388.11
58,60,0.0016,-0.0002,100.0,642.99,1585.27,1412.64,553.77,2388.06
58,61,-0.0015,-0.0004,100.0,641.88,1589.62,1396.84,553.73,2388.08
58,62,0.0022,-0.0,100.0,642.58,1583.31,1409.23,553.89,2388.06
58,63,0.0011,-0.0004,100.0,642.68,1592.5,1406.59,553.21,2388.12
58,64,-0.0004,-0.0005,100.0,642.49,1585.67,1404.76,553.62,2388.11
58,65,0.0013,1e-04,100.0,642.85,1585.97,1405.22,554.39,2388.06
58,66,0.0021,-1e-04,100.0,642.41,1589.48,1397.56,553.22,2388.1
58,67,0.0013,-0.0002,100.0,642.43,1588.68,1410.72,553.62,2388.08
58,68,0.0013,-1e-04,100.0,642.76,1590.98,1410.74,554.19,2388.06
58,69,-0.0038,-0.0003,100.0,642.18,1588.84,1401.97,553.14,2388.1
58,70,-0.004,-0.0003,100.0,642.62,1589.57,1399.27,553.32,2388.01
58,71,-0.0009,-0.0002,100.0,642.1,1584.99,1406.44,553.42,2388.09
58,72,-0.0007,0.0004,100.0,642.56,1587.27,1409.68,553.23,2388.11
58,73,0.0034,-0.0005,100.0,642.03,1584.02,1399.46,553.54,2388.1
58,74,0.0015,-0.0005,100.0,642.52,1586.97,1405.85,553.93,2388.03
58,75,0.0034,0.0003,100.0,642.34,1590.13,1404.16,553.41,2388.07
58,76,0.0013,0.0,100.0,642.77,1592.82,1407.45,553.36,2388.09
58,77,-0.0029,0.0003,100.0,642.39,1584.46,1408.96,553.29,2388.11
58,78,0.0023,-0.0005,100.0,642.59,1586.26,1411.34,553.31,2388.08
58,79,-1e-04,0.0004,100.0,642.36,1585.16,1409.04,553.55,2388.04
58,80,0.0032,-0.0002,100.0,642.89,1588.88,1407.68,553.24,2388.04
58,81,0.0009,-0.0003,100.0,642.45,1588.46,1404.52,553.84,2388.07
58,82,-0.0024,0.0004,100.0,642.63,1590.37,1409.12,553.83,2388.09
58,83,-0.0027,0.0004,100.0,642.6,1596.22,1413.63,553.69,2388.07
58,84,-0.001,0.0003,100.0,642.66,1582.98,1405.42,553.58,2388.07
58,85,-0.0004,0.0002,100.0,642.76,1584.01,1410.95,552.95,2388.12
58,86,-0.0014,0.0004,100.0,643.15,1586.07,1403.86,553.75,2388.12
58,87,-0.0005,-0.0002,100.0,642.56,1589.38,1410.15,553.65,2388.07
58,88,0.0005,-0.0004,100.0,642.46,1587.3,1400.11,553.2,2388.05
58,89,-0.0002,-0.0004,100.0,642.56,1590.26,1398.19,554.07,2388.12
58,90,-0.0029,-0.0002,100.0,642.55,1590.39,1411.2,553.41,2388.09
58,91,-0.0008,1e-04,100.0,642.73,1595.35,1406.87,553.54,2388.1
58,92,-0.0031,0.0002,100.0,642.92,1592.66,1413.84,552.96,2388.05
58,93,0.0007,0.0002,100.0,642.39,1590.18,1407.21,553.35,2388.12
58,94,-0.0013,-0.0003,100.0,642.63,1600.35,1413.54,553.59,2388.06
58,95,-1e-04,1e-04,100.0,642.32,1588.33,1412.62,552.87,2388.16
58,96,-0.0004,-0.0,100.0,642.93,1589.02,1409.51,554.19,2388.06
58,97,-0.0025,-0.0004,100.0,642.79,1584.44,1411.82,552.77,2388.07
58,98,0.0002,1e-04,100.0,642.47,1588.44,1407.33,552.8,2388.16
58,99,-1e-04,-0.0004,100.0,642.48,1590.97,1407.0,553.41,2388.1
58,100,0.0011,-1e-04,100.0,642.24,1592.93,1406.27,554.31,2388.14
58,101,0.0023,-0.0002,100.0,642.43,1591.55,1408.5,553.5,2388.12
58,102,0.0034,-0.0,100.0,643.07,1584.15,1409.92,553.25,2388.11
58,103,-0.0023,-0.0003,100.0,642.97,1592.68,1419.79,552.41,2388.12
58,104,0.0012,0.0003,100.0,642.56,1594.03,1418.14,552.83,2388.05
58,105,-0.0043,-0.0004,100.0,642.79,1586.8,1410.65,553.9,2388.14
58,106,0.0007,-0.0005,100.0,643.2,1586.22,1412.36,552.95,2388.07
58,107,-0.0032,-0.0003,100.0,642.85,1588.21,1409.41,553.57,2388.12
58,108,-0.0015,0.0,100.0,643.17,1591.96,1412.28,552.96,2388.12
58,109,0.0021,-0.0005,100.0,642.42,1587.99,1416.67,552.76,2388.16
58,110,-0.003,1e-04,100.0,643.41,1590.77,1412.13,553.47,2388.15
58,111,0.0033,0.0,100.0,642.82,1590.22,1415.22,552.82,2388.13
58,112,-0.0017,-0.0,100.0,642.38,1597.91,1411.05,552.56,2388.21
58,113,-0.0016,-0.0003,100.0,642.97,1595.27,1415.56,552.93,2388.13
58,114,-0.0016,-0.0005,100.0,642.93,1595.94,1412.62,553.0,2388.16
58,115,-0.0006,0.0004,100.0,642.9,1591.76,1411.27,552.35,2388.18
58,116,0.0002,0.0,100.0,642.75,1594.44,1410.43,552.31,2388.13
58,117,-0.0002,-0.0003,100.0,643.25,1593.25,1414.08,552.93,2388.16
58,118,-0.0009,1e-04,100.0,642.81,1588.02,1419.38,552.71,2388.09
58,119,0.0012,0.0003,100.0,642.51,1596.97,1407.82,552.49,2388.19
58,120,-0.0009,0.0002,100.0,642.77,1595.64,1414.42,552.66,2388.2
58,121,-1e-04,0.0003,100.0,642.63,1592.91,1421.19,553.83,2388.15
58,122,-0.0036,-0.0002,100.0,642.79,1597.51,1411.0,552.52,2388.18
58,123,0.0017,0.0003,100.0,643.11,1586.78,1415.01,552.23,2388.17
58,124,-0.0009,-0.0002,100.0,643.34,1596.92,1418.71,553.33,2388.16
58,125,-0.0019,1e-04,100.0,643.69,1592.69,1421.31,552.55,2388.18
58,126,0.0003,1e-04,100.0,643.11,1599.4,1419.61,553.6,2388.16
58,127,-0.0006,0.0003,100.0,643.1,1591.08,1412.16,552.47,2388.18
58,128,0.0007,-0.0002,100.0,642.99,1598.99,1419.89,552.57,2388.19
58,129,0.0013,1e-04,100.0,643.47,1590.66,1414.62,552.76,2388.21
58,130,0.0033,1e-04,100.0,642.94,1597.17,1416.69,551.6,2388.2
58,131,0.0012,0.0004,100.0,642.89,1590.84,1419.96,552.69,2388.17
58,132,0.0013,-0.0004,100.0,643.09,1597.86,1426.76,551.91,2388.23
58,133,-0.0029,-1e-04,100.0,643.11,1600.78,1422.72,552.71,2388.26
58,134,-0.0005,0.0003,100.0,643.2,1592.29,1421.06,552.74,2388.2
58,135,-0.0023,-1e-04,100.0,643.57,1599.64,1417.99,552.18,2388.24
58,136,0.0031,-0.0005,100.0,643.12,1604.85,1424.95,551.04,2388.2
58,137,-0.0013,0.0003,100.0,643.62,1594.84,1426.06,552.25,2388.25
58,138,-0.0009,-0.0005,100.0,643.43,1598.68,1422.57,551.29,2388.25
58,139,0.002,-0.0003,100.0,643.03,1603.67,1420.72,551.22,2388.28
58,140,-0.0033,-0.0003,100.0,643.6,1601.88,1424.96,552.04,2388.32
58,141,0.0028,1e-04,100.0,643.65,1598.35,1419.95,552.24,2388.21
58,142,0.0015,0.0,100.0,643.04,1591.57,1428.33,551.81,2388.32
58,143,-0.0027,-1e-04,100.0,643.23,1606.09,1426.54,551.51,2388.27
58,144,-0.0042,-0.0003,100.0,644.19,1597.88,1424.43,550.8,2388.31
58,145,0.0009,-0.0,100.0,644.02,1602.9,1436.66,551.06,2388.28
58,146,0.0042,0.0004,100.0,643.6,1604.72,1430.55,551.31,2388.34
58,147,-0.0028,0.0002,100.0,643.75,1593.77,1438.22,551.29,2388.28
59,1,0.0,0.0002,100.0,642.23,1583.85,1394.9,554.96,2388.01
59,2,-0.0006,0.0003,100.0,641.68,1583.38,1391.57,554.44,2388.0
59,3,0.0006,0.0003,100.0,642.12,1593.37,1396.53,554.45,2388.01
59,4,-0.0016,-0.0002,100.0,641.91,1582.06,1397.24,554.75,2388.01
59,5,-0.0028,-0.0003,100.0,642.45,1587.57,1397.78,553.96,2388.02
59,6,0.004,-0.0003,100.0,642.06,1581.03,1394.81,554.4,2387.99
59,7,0.0012,-0.0003,100.0,642.27,1584.95,1396.13,555.24,2387.96
59,8,0.0029,0.0004,100.0,642.02,1583.08,1398.88,555.13,2388.01
59,9,-0.0003,0.0002,100.0,642.36,1576.47,1397.44,554.87,2388.01
59,10,-0.0019,-0.0004,100.0,642.46,1580.88,1395.39,555.07,2387.98
59,11,0.0005,-1e-04,100.0,642.21,1583.2,1404.76,554.57,2388.0
59,12,0.0011,-1e-04,100.0,642.63,1581.27,1395.08,554.47,2388.01
59,13,0.0043,-0.0002,100.0,641.96,1586.06,1397.83,554.75,2387.99
59,14,-0.0006,-0.0005,100.0,642.07,1581.3,1392.85,554.03,2388.03
59,15,-0.0045,-0.0003,100.0,642.06,1583.71,1395.08,554.7,2387.93
59,16,0.0014,-0.0002,100.0,641.94,1581.83,1403.74,554.99,2388.03
59,17,0.003,0.0004,100.0,641.61,1586.13,1397.73,554.8,2388.04
59,18,0.0007,0.0003,100.0,642.66,1582.76,1401.69,554.44,2387.98
59,19,0.0021,-0.0005,100.0,641.97,1586.95,1390.1,554.54,2388.0
59,20,-0.0019,0.0005,100.0,642.3,1584.6,1396.49,554.45,2387.98
59,21,-0.0002,0.0003,100.0,642.3,1581.47,1399.84,554.76,2387.95
59,22,-0.0023,-0.0003,100.0,642.31,1591.06,1398.76,554.75,2387.99
59,23,-0.0009,0.0002,100.0,642.2,1585.82,1397.61,554.91,2388.01
59,24,-0.0015,1e-04,100.0,642.41,1581.11,1398.28,555.24,2388.01
59,25,-0.0031,0.0002,100.0,642.22,1579.22,1402.15,555.16,2388.01
59,26,0.0012,-0.0004,100.0,642.14,1592.32,1392.7,554.58,2388.03
59,27,0.0021,-0.0005,100.0,642.08,1587.53,1396.91,553.97,2388.03
59,28,0.002,1e-04,100.0,642.07,1580.79,1393.16,555.01,2387.97
59,29,-0.003,-0.0004,100.0,642.86,1584.38,1399.44,554.69,2388.01
59,30,-0.0029,0.0004,100.0,642.12,1576.66,1399.97,554.42,2387.97
59,31,0.0015,-0.0003,100.0,642.0,1589.11,1395.91,554.56,2388.01
59,32,0.0039,0.0003,100.0,641.73,1581.49,1396.72,554.81,2388.04
59,33,-0.0002,0.0,100.0,642.33,1585.08,1395.03,554.78,2388.02
59,34,0.0014,0.0005,100.0,642.08,1583.01,1392.14,554.48,2388.02
59,35,-0.0042,0.0004,100.0,641.95,1579.09,1397.35,554.32,2387.97
59,36,0.0019,0.0003,100.0,641.95,1589.87,1396.41,555.29,2387.96
59,37,0.0006,-1e-04,100.0,642.42,1577.67,1398.99,554.49,2387.98
59,38,-0.0028,0.0005,100.0,642.31,1582.94,1391.74,555.02,2388.05
59,39,0.0034,0.0004,100.0,642.14,1587.79,1397.2,553.67,2388.01
59,40,0.0025,-1e-04,100.0,641.67,1580.34,1398.95,554.49,2388.08
59,41,0.0008,-0.0004,100.0,642.37,1576.02,1400.48,554.75,2388.01
59,42,0.0035,0.0002,100.0,642.06,1588.54,1394.96,554.65,2387.99
59,43,0.0012,-0.0004,100.0,642.21,1576.53,1399.68,554.06,2388.01
59,44,-0.0005,0.0005,100.0,641.72,1590.2,1400.09,553.94,2388.03
59,45,0.0024,0.0004,100.0,642.56,1578.99,1403.09,555.6,2387.96
59,46,0.0018,0.0,100.0,642.18,1580.76,1394.89,554.17,2388.04
59,47,0.0016,0.0003,100.0,642.24,1582.66,1405.06,553.64,2388.0
59,48,-1e-04,0.0005,100.0,641.5,1588.83,1394.15,553.94,2388.01
59,49,-0.0017,0.0004,100.0,642.28,1583.82,1397.94,554.61,2387.99
59,50,0.0032,-0.0,100.0,642.3,1588.59,1393.23,554.87,2388.0
59,51,-0.0,-0.0004,100.0,641.72,1586.51,1403.8,554.6,2388.01
59,52,-1e-04,0.0004,100.0,642.11,1578.19,1403.12,555.22,2388.04
59,53,-0.0008,0.0004,100.0,642.21,1581.66,1396.66,554.36,2387.99
59,54,-0.0022,-0.0003,100.0,641.88,1582.06,1396.12,554.52,2388.04
59,55,0.0045,1e-04,100.0,642.1,1582.29,1396.88,553.64,2388.0
59,56,0.0028,0.0002,100.0,641.82,1582.02,1390.76,554.23,2387.99
59,57,-0.0004,0.0005,100.0,642.16,1577.69,1398.25,555.09,2388.0
59,58,0.0009,-0.0002,100.0,642.25,1584.98,1403.11,555.15,2388.02
59,59,-0.0008,-0.0004,100.0,641.74,1581.71,1395.81,554.5,2387.97
59,60,0.0011,-0.0003,100.0,642.53,1576.88,1394.22,554.77,2387.97
59,61,-0.0015,0.0005,100.0,642.15,1582.39,1401.4,553.97,2387.99
59,62,0.0037,-0.0002,100.0,641.91,1581.23,1394.37,554.42,2388.02
59,63,0.0026,1e-04,100.0,642.1,1580.94,1400.24,555.04,2387.96
59,64,0.0005,0.0002,100.0,642.38,1586.79,1401.39,555.72,2388.04
59,65,0.0026,0.0005,100.0,641.61,1585.98,1398.05,554.57,2388.02
59,66,-1e-04,-0.0005,100.0,642.01,1584.5,1402.64,554.79,2388.06
59,67,0.0011,-0.0,100.0,641.7,1583.79,1393.19,554.03,2388.06
59,68,0.0033,1e-04,100.0,642.17,1588.73,1402.06,554.66,2388.01
59,69,-0.0008,-0.0002,100.0,642.09,1578.97,1401.98,554.26,2388.08
59,70,-0.001,0.0005,100.0,642.09,1580.28,1400.71,553.66,2388.01
59,71,0.0012,-0.0004,100.0,642.57,1580.08,1395.4,554.14,2388.03
59,72,0.0013,-0.0004,100.0,642.16,1582.33,1395.67,555.04,2388.01
59,73,0.0008,-1e-04,100.0,642.27,1583.8,1393.46,554.56,2388.03
59,74,-0.0031,1e-04,100.0,641.79,1587.15,1397.83,554.98,2388.0
59,75,1e-04,1e-04,100.0,642.12,1588.22,1396.13,554.38,2388.06
59,76,-0.004,0.0003,100.0,642.33,1581.5,1396.22,554.28,2388.02
59,77,-0.0011,0.0002,100.0,643.13,1592.05,1402.18,554.5,2388.05
59,78,-0.0025,-0.0005,100.0,642.15,1591.32,1400.52,553.86,2388.03
59,79,-0.0009,-0.0003,100.0,642.35,1585.13,1406.59,553.73,2388.02
59,80,-0.0016,1e-04,100.0,641.94,1589.03,1393.59,554.57,2388.06
59,81,0.0006,-0.0,100.0,642.4,1587.41,1397.92,553.76,2388.01
59,82,0.0033,-0.0,100.0,642.65,1585.02,1393.85,554.24,2388.04
59,83,0.0026,0.0002,100.0,642.43,1583.33,1397.74,554.23,2387.97
59,84,0.0013,1e-04,100.0,642.28,1587.74,1398.63,554.54,2388.02
59,85,-1e-04,-1e-04,100.0,641.92,1583.53,1395.25,554.32,2387.96
59,86,-0.0009,0.0003,100.0,641.95,1589.08,1394.79,554.12,2387.99
59,87,-0.0005,-1e-04,100.0,641.93,1584.3,1402.08,554.6,2388.01
59,88,0.0024,0.0004,100.0,642.15,1582.89,1393.39,553.87,2388.05
59,89,-0.0009,-0.0,100.0,642.4,1586.9,1404.24,554.7,2388.0
59,90,-0.001,0.0003,100.0,642.49,1586.55,1400.05,554.13,2388.05
59,91,0.0011,-0.0003,100.0,642.42,1584.92,1391.79,553.66,2388.03
59,92,-0.001,0.0002,100.0,642.03,1579.32,1402.74,554.51,2388.05
59,93,-0.0003,0.0003,100.0,642.0,1581.74,1394.85,553.66,2388.04
59,94,-0.0004,-1e-04,100.0,642.06,1587.69,1407.8,554.28,2388.03
59,95,0.0028,0.0005,100.0,641.94,1585.28,1395.97,553.71,2387.99
59,96,-0.0028,-0.0004,100.0,641.61,1587.45,1398.66,554.38,2388.05
59,97,-0.0019,-1e-04,100.0,642.58,1584.78,1394.47,554.65,2388.01
59,98,-0.0036,0.0,100.0,642.25,1579.39,1402.71,554.63,2388.0
59,99,-0.003,0.0003,100.0,642.37,1583.53,1406.1,554.27,2388.06
59,100,0.001,-1e-04,100.0,641.94,1584.45,1399.26,554.32,2388.01
59,101,-0.0034,-0.0003,100.0,642.44,1584.1,1398.93,554.29,2388.03
59,102,0.0018,0.0004,100.0,642.26,1581.25,1406.74,553.84,2388.03
59,103,0.0009,0.0,100.0,642.35,1582.53,1398.99,554.64,2388.05
59,104,0.0004,-0.0002,100.0,642.6,1580.21,1399.9,553.7,2388.01
59,105,0.0029,0.0002,100.0,642.27,1591.08,1400.27,554.98,2388.0
59,106,0.0016,-0.0003,100.0,642.28,1589.22,1399.77,554.68,2387.95
59,107,0.0009,-0.0002,100.0,642.47,1583.82,1408.93,554.8,2388.01
59,108,0.0038,0.0004,100.0,642.38,1590.34,1404.71,554.35,2388.05
59,109,0.0007,-1e-04,100.0,642.68,1576.42,1394.53,554.47,2388.03
59,110,-0.0019,0.0005,100.0,641.96,1591.02,1399.34,554.21,2388.04
59,111,0.0044,-0.0002,100.0,642.45,1587.74,1398.46,553.94,2388.02
59,112,0.0016,0.0004,100.0,642.1,1584.36,1401.97,554.45,2388.09
59,113,1e-04,0.0004,100.0,642.06,1579.63,1398.42,554.95,2388.04
59,114,-0.0054,0.0002,100.0,641.98,1589.52,1403.52,554.24,2388.06
59,115,0.004,0.0005,100.0,641.64,1585.52,1408.11,554.06,2388.03
59,116,0.0003,0.0005,100.0,641.91,1589.24,1402.23,554.81,2388.03
59,117,-0.0005,0.0,100.0,642.05,1586.52,1401.15,554.08,2388.06
59,118,0.0024,1e-04,100.0,642.22,1592.21,1404.82,554.47,2388.02
59,119,0.0015,1e-04,100.0,642.28,1583.23,1406.62,554.55,2388.03
59,120,-0.0013,-0.0002,100.0,641.7,1580.76,1401.0,553.9,2388.06
59,121,-0.0023,0.0004,100.0,642.27,1578.56,1391.52,554.31,2387.97
59,122,0.0041,-0.0003,100.0,642.59,1577.06,1403.37,553.73,2388.02
59,123,1e-04,-0.0,100.0,641.91,1585.21,1397.71,554.4,2388.06
59,124,0.0026,-0.0,100.0,642.37,1585.79,1406.47,554.05,2388.09
59,125,0.0021,-0.0003,100.0,642.22,1586.41,1402.81,553.67,2388.09
59,126,0.0019,0.0004,100.0,642.29,1581.83,1409.11,553.92,2388.02
59,127,0.0007,1e-04,100.0,641.61,1585.84,1398.04,553.96,2388.02
59,128,0.0005,-0.0003,100.0,642.28,1584.21,1397.82,553.94,2388.06
59,129,-0.002,-0.0002,100.0,642.47,1584.22,1410.66,554.58,2388.03
59,130,-0.0024,0.0004,100.0,642.38,1591.6,1402.06,554.88,2388.08
59,131,0.0008,0.0,100.0,642.32,1586.64,1406.44,553.33,2388.02
59,132,0.0025,-0.0004,100.0,641.88,1587.92,1407.67,554.54,2388.05
59,133,1e-04,0.0002,100.0,642.12,1589.34,1407.58,554.75,2387.99
59,134,0.0029,1e-04,100.0,642.08,1587.62,1406.59,553.71,2388.0
59,135,0.001,-0.0004,100.0,642.3,1594.09,1399.73,554.14,2388.05
59,136,-0.0011,-0.0003,100.0,642.95,1591.41,1398.92,553.51,2388.07
59,137,0.0017,-0.0002,100.0,641.95,1586.64,1401.3,554.54,2388.09
59,138,-0.0004,0.0002,100.0,642.48,1584.4,1402.19,553.74,2388.06
59,139,-0.0014,0.0004,100.0,642.06,1582.55,1392.56,554.37,2388.05
